,Bootstrap_nr,Current_position,Salary,Effort,Policy_influence,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy
37,12,Current_position_5.0,-0.002246898810084629,0.0002533175961458995,0.0027202248859809933,-0.0010261567023660833,-5.91695193356923e-05,-0.0006625114602748128,0.0007171635961991084
38,12,Current_position_6.0,-0.003275153695015592,0.0005012944787129485,0.003755086708911925,-0.0015161220329306464,-3.944208280057438e-05,-0.0017885672075613785,0.002346436113427703
39,13,Current_position_4.0,-3.823338357175405e-05,0.00021718219876122033,0.002017008605824647,0.00014928490908328116,-0.00027522965921341497,0.0001860569981221265,-0.0011966279160388422
40,13,Current_position_5.0,-0.00011861934181318825,-0.00022673811701659757,0.004375915699233,-0.0005730118128655594,-9.772415173883088e-05,0.00018744712152243234,-0.0010918272399376362
41,13,Current_position_6.0,-0.00020389020014159923,0.00021037987291248298,0.009016717798552268,-0.0010582167152610894,2.3541754459905317e-05,0.0004127385531780582,-0.0018252699956916349
42,14,Current_position_4.0,-0.0033935971988010693,0.00011400028346294767,0.0016746531054539365,-8.057587430405452e-05,0.00024230371408155466,0.0012990089454597586,0.0001510838344743643
43,14,Current_position_5.0,-0.008316865191525217,-0.0004928397092155398,0.002225508169752704,-0.00022540792388628237,0.00011837378311739168,0.002195152922520224,0.00016669132246683674
44,14,Current_position_6.0,-0.01050923908993598,0.00011132843377397478,0.0037149887947008887,-0.00042153591929041897,9.91097783668005e-05,0.004705417440127708,0.0006598576310509442
45,15,Current_position_4.0,-0.0003623880788709237,0.00028160688673687853,0.0011828116817533508,-0.0007268616020302443,-0.00015298485677728277,2.0273243021602883e-05,-2.2077645323948852e-05
46,15,Current_position_5.0,-0.0009751461907035734,-0.0001423614573334695,0.0034069070372730595,-0.0032239299919749184,0.00020766436671810877,-0.0003472489810831563,-5.022020220095983e-05
47,15,Current_position_6.0,-0.0013845013982455349,0.00039626697077749,0.004904473993358294,-0.003902725250058693,-7.258503984175731e-06,-0.001225892470467288,-0.0001664980146352478
48,16,Current_position_4.0,-0.0003393937509481577,-0.000733135673135437,0.0006425817579974505,-0.0011456508993087468,0.0002490732818319269,0.001069899383820614,4.899432250939257e-05
49,16,Current_position_5.0,-0.0009271296705427234,-0.0011018958332921897,0.0014778500043347964,-0.0023291007739744433,0.00013247275506820183,0.0013979171910318332,6.0421480929274875e-05
50,16,Current_position_6.0,-0.001563040372680341,-0.00170196182444995,0.001423772928647087,-0.003489072224785135,2.3609060833014343e-05,0.00391616326884538,0.00023561753364554562
51,17,Current_position_4.0,-0.0029190482397481155,0.0001484842700296521,0.0006149322817306428,-0.0018475217698312749,9.568677100836427e-05,0.0002739480922972713,7.362523394047544e-05
52,17,Current_position_5.0,-0.00625854623522778,1.871700354143992e-05,0.0008498036826562777,-0.0032367139933283874,-0.00018586281679495214,0.00019158074945184128,0.00013325882745396725
53,17,Current_position_6.0,-0.008359626825531307,0.00019243260229281277,0.0013800515828461648,-0.004667915510165546,-0.0001366988186992199,0.0009403849212572359,0.00038050641570713963
54,18,Current_position_4.0,0.0005984046332802284,3.490084949135601e-06,0.0007256561849836056,-0.0019285312403257244,-0.00031509398184260723,-5.519311444619783e-05,1.3879782842834596e-05
55,18,Current_position_5.0,0.0016443365231501965,-3.5116735384714277e-06,0.001445124144857486,-0.004290584690026728,-0.0006663480867807369,-7.451966411364434e-05,6.917664486877073e-06
56,18,Current_position_6.0,0.0021219130603098626,9.768417089016396e-06,0.0023999253065664053,-0.004411412746337156,-0.0006232376249403249,-0.00041460455733306127,0.00010932472649736255
57,19,Current_position_4.0,-0.0013435924995334344,0.0007315926972304706,0.001283093635602132,-0.0034506527500987173,0.00012985904623627218,0.0012745997355571462,-0.0007366535163364935
58,19,Current_position_5.0,-0.004091210530374707,0.00020664417148175918,0.0028895822879292676,-0.007388323854922856,0.001196819012880953,0.0016188653800205354,-0.0011977748555167074
59,19,Current_position_6.0,-0.006105735070830731,0.00014989735151878643,0.0038051983225157243,-0.009344647808094587,0.001912498559134912,0.002607730188683868,-0.0015211371188191274
60,20,Current_position_4.0,-5.107362979310213e-05,0.0001279133259020604,0.0017359036874710367,-0.0009583129519377409,-0.0014512824931638844,-0.00016832885178296643,-2.2900893456109506e-06
61,20,Current_position_5.0,-0.0001733665847746024,-0.00015387559014175197,0.0026872898730023395,-0.0025965651941572427,-0.0003478989343490616,-0.0003379192821379878,1.3307888923365958e-05
62,20,Current_position_6.0,-0.00025183107231212633,0.0009389045888272614,0.005339549872908114,-0.004475040084272695,0.00037457508106036186,-0.0011631762604677265,-0.0002629790896074542
63,21,Current_position_4.0,-0.0021708794079482356,-0.0004181007877554737,0.001878414805849969,-0.0007764422956775853,4.092259585642224e-05,0.0009985580919028975,-4.0454419656023035e-05
64,21,Current_position_5.0,-0.00657465615966662,-0.0004011455716974017,0.004936056355834628,-0.002453428759758521,9.450590799459564e-06,0.0009819519153572598,-7.549272085352467e-05
65,21,Current_position_6.0,-0.009298946253176238,-0.0001633921626849308,0.004521646056791107,-0.0029701875134126726,4.2192327086711976e-05,0.0024353562410592525,-0.00021718665774865347
66,22,Current_position_4.0,-0.0017371339574562856,0.0002739293995187153,0.0029312326595151137,-0.0006259711309138932,-0.0006386151929422825,0.0001959768623321641,0.0001942860485826474
67,22,Current_position_5.0,-0.004312530057773239,0.00012702970485241465,0.005221649312178407,-0.002409811887621565,0.0003269317729507489,5.270622845082216e-05,-0.0005823106865399656
68,22,Current_position_6.0,-0.005842845660627188,0.0005869126229028617,0.008028971631963516,-0.0026471639621344443,-0.0003349658908981933,0.002209011243996398,-0.0014525490570585374
69,23,Current_position_4.0,-0.0019974572530280267,0.0005972787238821938,0.0018907285433349332,-0.0013186727349468728,-5.424146783931247e-05,0.0004871818585568475,-3.442103811195451e-05
70,23,Current_position_5.0,-0.00969302617294296,5.400324077390636e-05,0.0031775196004618805,-0.003905618302059292,4.307200016188884e-06,0.0005849877205882602,1.0192463196661919e-05
71,23,Current_position_6.0,-0.014638965967711224,0.0007865110949788884,0.0038145154089104334,-0.005342641735564738,7.000994642577602e-06,0.0028202953529286195,0.00016866055236322984
72,24,Current_position_4.0,-4.789219113027559e-05,-0.0001832030705762962,0.0012999435621835723,-0.000802190449345096,-5.4660054610074684e-05,0.00011742428467269093,6.16589977929732e-05
73,24,Current_position_5.0,-0.00013035843581298324,-0.00033105196129148675,0.0027651960370912625,-0.0022535924733700437,2.474635942687639e-05,0.00010888461383141241,7.095490620769474e-05
74,24,Current_position_6.0,-0.0001845264783682275,0.0008806406850843815,0.003868887107717181,-0.0025974489704443634,6.972969818964805e-05,0.00032373798943103845,0.0007424320113962511
75,25,Current_position_4.0,0.001757692526359102,0.0009098894741030862,0.0021496457671311064,-0.0019022751389995251,0.0007412294318013111,-0.00044113820618484626,9.992124240419258e-06
76,25,Current_position_5.0,0.0051426561477945455,-7.708785988417156e-05,0.004752435385069714,-0.005775616215756508,0.0022672249128284604,-0.0007038095253100223,-1.5285867281021732e-05
77,25,Current_position_6.0,0.00711298530320168,0.0001979255681737895,0.007450352573170432,-0.005898535231268677,0.0026408855527921327,-0.00278593561075639,-0.00016235013531501404
78,26,Current_position_4.0,-0.0033064545682077546,-7.636226569400397e-06,0.001915844026556869,0.0001292267536749409,0.0006693757509427671,3.9585746485093386e-07,-0.00018588046238567866
79,26,Current_position_5.0,-0.008186789541297607,-8.039763905331275e-05,0.0033187371559383894,-0.001212636679801767,0.00033035236831125336,4.427561436423039e-05,-9.664488911950203e-05
80,26,Current_position_6.0,-0.012392349579467023,-9.647964760656315e-05,0.004931475551307025,-0.0017159858402246118,0.0004233112942029811,0.00037336657886125757,0.0003198350322650707
81,27,Current_position_4.0,0.0003354399127808958,0.0006839718168208721,0.002348945289167998,-0.0006653824473897214,-0.00038933727323885647,-1.1456273587645047e-05,-9.611525099819988e-05
82,27,Current_position_5.0,0.0007223044354225227,0.0006060557929741933,0.005841532100380459,-0.002079047749553166,-0.0001783754751269169,-2.7391776755349063e-05,-0.00018450495365033965
83,27,Current_position_6.0,0.0011357707851428916,0.0010632347155031326,0.006872125911687614,-0.0025542747486559775,-0.0002363799213320623,-7.115704312624152e-05,-0.0003811927029833225
84,28,Current_position_4.0,-0.00011910795781802769,8.288617638232207e-05,0.0009898955035538624,-0.0002599589455526758,-0.0009395190458837732,0.00012599537936331813,-6.87461470290419e-05
85,28,Current_position_5.0,-0.000365911474643246,-0.0003727970730545197,0.0023989215192163184,-0.0025143140311226332,-0.00038018435754725807,-1.3525458324260648e-05,1.100119269168757e-05
86,28,Current_position_6.0,-0.0005789347980014967,0.0003153232032957697,0.005031286537288782,-0.002852075458373785,-0.000707191994608603,-0.0006296080091353582,7.835227841574301e-05
87,29,Current_position_4.0,-0.0016433061997629124,0.000171442699800215,0.0004993576434520103,0.000277291103389048,0.00038729759280816154,-1.070659224190835e-05,0.0003899033289360659
88,29,Current_position_5.0,-0.0032836087016373454,-8.087954340938182e-05,0.0008102483790464203,-0.0015188680708195226,1.8694755733740237e-05,-7.162081637356367e-06,0.0003012582783019297
89,29,Current_position_6.0,-0.005332003803432823,-0.00011174503626280256,0.001218521670761656,-0.002307264784835175,3.628552159051615e-06,4.002819915618879e-05,0.002584923777871988
90,30,Current_position_4.0,-0.0009135907397343988,0.0004730231321286931,0.0011568814023345273,5.901038302070344e-05,-0.0002648313472453001,2.255815232574511e-05,-5.7978113838501986e-05
91,30,Current_position_5.0,-0.002429349265653398,0.00042029918273722597,0.0033178891302248804,-0.0026821133931194873,-7.07020855641716e-05,1.995130676105198e-05,-5.766068410238955e-05
92,30,Current_position_6.0,-0.0033766117762174985,0.00024610588502499387,0.0049814354632380115,-0.003969234638013897,-8.09376738646182e-05,0.00038686417929558657,-0.000346079285545781
93,31,Current_position_4.0,-0.0004165863762401931,0.0004903577798752628,0.0012630318907416416,0.0010677975016120636,-0.0010170519429657085,-0.00019805362494160648,0.0003300903036161402
94,31,Current_position_5.0,-0.001817336769436516,0.0002696666581291966,0.0023731725473948705,-0.0009340735893832178,-0.00025317055050204417,-4.205880623692529e-05,0.0003002754258997374
95,31,Current_position_6.0,-0.002720056925544952,0.00047945205044567336,0.004811215844472014,-0.0023200568100675526,-9.373385888717657e-05,-0.0017966658859581372,0.0008371707863791588
96,32,Current_position_4.0,-0.0013498715742123833,-2.1125940793988286e-06,0.0019646879945558284,7.604628221906635e-05,-0.00025386701716447103,6.555581219777629e-06,0.0001028493714673147
97,32,Current_position_5.0,-0.004836501167766019,5.378095492501338e-05,0.0041724902419885725,-0.001005695444674629,5.0950254729785576e-05,1.366677061412751e-05,7.44626947681209e-05
98,32,Current_position_6.0,-0.006416634870392848,-9.928520414816118e-06,0.006567806092641893,-0.0013989138665788218,7.567361004690994e-05,7.692676755979372e-05,0.00048076375553473947
99,33,Current_position_4.0,7.041243775592179e-05,5.8380821816557934e-05,0.002390547568008421,0.00012163638517885837,-1.2345501720161772e-05,0.0004582107085517722,-0.00024926931695504016
100,33,Current_position_5.0,0.0002462206579524686,0.0001107840325334861,0.005485229213779037,-0.00028436544550275244,-8.132387374143834e-06,0.000679899485501416,-0.0006438683463130257
101,33,Current_position_6.0,0.00036364911545170767,0.0001672420466230277,0.006488850506761674,-0.0006923209637336514,-6.619684695407592e-06,0.001249314944788597,-0.0019926714571288123
102,34,Current_position_4.0,-0.0005648015471948804,0.00011436266810641776,0.0022156429307574037,0.00022807028424539993,-0.0003021382400366647,5.998855821448537e-05,1.8512005436407162e-05
103,34,Current_position_5.0,-0.0014824813642899106,-4.200109057406723e-05,0.003972457021413385,-0.0007046545176981934,-5.575932741632108e-06,5.2242921003987945e-05,-1.5969961790924263e-05
104,34,Current_position_6.0,-0.0021665465546540866,-0.00011670669602822334,0.004999056031131917,-0.0009157887302079914,-0.0001373517820728795,0.00032013938556261823,-0.0002655888177355101
105,35,Current_position_4.0,-0.0015983533253973586,0.00012088828567799154,-0.0004573062624026867,-0.0006143245418428789,-0.0002448455810195428,0.0006037015076201,0.000567922921042356
106,35,Current_position_5.0,-0.003963078282747092,-0.00038840360324317053,-0.0008198413904282113,-0.0012367928786331727,-0.0008008582332957486,0.0007660818677047603,0.0005773367277782301
107,35,Current_position_6.0,-0.005671250905081196,7.594131769316614e-05,-0.0016772947271826793,-0.0016702284892706756,-0.0005598975845705811,0.0028028929768541375,0.002269260315738187
108,36,Current_position_4.0,-0.00032741179254118085,-5.2595202884713655e-06,-6.702011095318409e-05,0.00047037887568836663,0.0006371699679962761,0.0015521284041015932,-0.0003042928031804283
109,36,Current_position_5.0,-0.002758066066315526,8.448904223882789e-06,-0.0001468942021917227,-0.0010236775450422559,0.0005438316899460525,0.001375655002758163,-0.0003788292605805321
110,36,Current_position_6.0,-0.004868062763753526,-1.2140422002941063e-05,-0.00021702885292994192,-0.0024268841853444,0.00023852798013576263,0.0035907131738065366,-0.00106124184406663
111,37,Current_position_4.0,-0.002009590858927187,0.00022426787305197972,0.0024641827921660356,-0.0011267815208339303,0.00023513867657858737,0.00035709726857205984,-5.26390104733606e-05
112,37,Current_position_5.0,-0.005548419968148068,0.0002093178367430886,0.00402294277912006,-0.0029741921532742545,-6.823990643091703e-05,0.000788341916690095,-0.0001286731127239089
113,37,Current_position_6.0,-0.00755552412747489,0.00045243224171162815,0.00547032752889636,-0.002660807634228867,0.000118257141284281,0.0020725708976825955,-0.00013883750923198427
114,38,Current_position_4.0,6.30151958775506e-05,2.8565059188959572e-05,0.0008293952247997656,-0.002186878999142235,-9.225734145279527e-06,0.0003716965088906382,0.00030531795896059625
115,38,Current_position_5.0,0.00018629038714009318,-0.0006399084632994179,0.0027391659983999157,-0.005580889806892825,5.796886730741008e-06,0.0011066850337199793,-0.00021515185254514593
116,38,Current_position_6.0,0.0002740843281740471,0.0007991384310964942,0.0042564154742255325,-0.006135305129741466,-2.0590959515279287e-06,0.002743280181363056,-0.0008176862688035457
117,39,Current_position_4.0,-0.0006644864861679306,0.0004882135919220965,0.0013058383075488413,0.0003260741670331905,2.354357719101284e-06,0.0001560013044907955,-9.192054855287516e-05
118,39,Current_position_5.0,-0.0020359279205333894,0.000398961123557997,0.003760277936599982,-0.0012914624460193733,-3.3746510467451875e-06,0.0003493898721421919,0.00027664702360375977
119,39,Current_position_6.0,-0.0031991184047592326,0.0010786968687347147,0.005932635640057892,-0.0028153688800036064,-3.3244843629455534e-06,0.000693564234979296,0.0007949694135343119
120,40,Current_position_4.0,-0.0029414590028138243,-2.3243832597370735e-05,0.0028592659601361496,-0.0014139019400747246,0.00014982190301080303,0.000657904714655727,2.9722048871979778e-05
121,40,Current_position_5.0,-0.00990146144484659,-1.3509086310598851e-05,0.0046651130024527275,-0.0029748577067688574,0.0010357658323594486,0.0008030329965871902,4.35447310390253e-05
122,40,Current_position_6.0,-0.013460021390477795,-1.8591136267634775e-05,0.005934112709174909,-0.0031368311576782937,0.0005514767118362266,0.0012071278120006869,6.548656126345724e-05
123,41,Current_position_4.0,-0.0017862593670110879,0.00027454848644075817,0.0014524378669970057,-0.0006090891840749076,0.0004029574786301244,0.000577056497895543,-7.353993789207498e-06
124,41,Current_position_5.0,-0.005126082063698358,-0.0002675909045714141,0.003244934880258061,-0.0028785774279647394,-7.7877919937228e-05,0.000856709804898436,-1.6876623089335806e-05
125,41,Current_position_6.0,-0.006463967446959561,-0.00016260408945384334,0.004574354696023711,-0.003749449686622686,-7.672314108218474e-05,0.001584599835214625,-4.688867332865492e-05
126,42,Current_position_4.0,-0.0010080322279046726,-7.55573092102846e-05,0.004638084280955195,-0.000169287783093617,-0.0007269944811561076,0.0002448534794165009,-2.141949907247845e-05
127,42,Current_position_5.0,-0.0038995059610748765,-0.00035306840339148206,0.007890235855073181,-0.0006608600182766365,9.123865672905265e-05,0.00021352614806924172,-0.0003312358651916263
128,42,Current_position_6.0,-0.004565176120478665,6.041821709660993e-05,0.010659522163311752,-0.0007090347677073294,-0.00038859225808123243,0.000792640202733035,-0.0006389025154440822
129,43,Current_position_4.0,-0.0002208729010434401,-1.3298160603951842e-05,0.0004044908173694191,-8.94954880275775e-05,-0.00020328726905286733,-0.00013516291228283264,0.0005445234712927907
130,43,Current_position_5.0,-0.0006802077204088035,-1.5889102321013072e-05,0.0007597056352261011,-0.00023105817395236144,-0.0009356969802910719,-0.00011979783308867574,0.0007600720471813571
131,43,Current_position_6.0,-0.001377125915128127,1.114139736473316e-05,0.0008680545832828347,-0.0003935902163458227,-0.001394238128729891,-0.00043281561721467647,0.0017540902148225007
132,44,Current_position_4.0,-0.003194349664850164,-4.1945248438994955e-06,0.0024410929793797108,-0.00044600688538923733,4.652323280070572e-05,0.0004402926452323282,-7.33384277913093e-05
133,44,Current_position_5.0,-0.009459761947691762,6.719614684159686e-05,0.004619456274943229,-0.0020016856586121314,-2.0504452357656628e-05,0.000553220512142752,-0.00015782354930834937
134,44,Current_position_6.0,-0.01376932100936496,-1.0177515940933976e-06,0.006650595738789791,-0.002237497223860598,-1.8736257769534275e-05,0.0016692197991268801,-0.0005613818043057254
135,45,Current_position_4.0,-0.001729771937072344,-3.864304936627581e-05,0.0018505063586691615,-0.0006132476011286903,-4.502757124603335e-05,-0.0002953413825490023,3.9010783959699174e-05
136,45,Current_position_5.0,-0.0075765946161575545,-9.485222418098505e-05,0.00366820169357436,-0.002220859640295375,5.142019672703494e-05,6.54729070082144e-05,0.0004243465622757491
137,45,Current_position_6.0,-0.00986848993678312,1.4213749987834805e-05,0.0058091542135867355,-0.002443874812666841,-7.0937819877829834e-06,-0.0015753904130821493,0.0019989658339304426
138,46,Current_position_4.0,-0.0004978962891283399,0.0008469062238495821,0.0030569700603811072,0.000560087259155895,0.0006028546826712677,-0.0001485204610367854,0.0005349727801685433
139,46,Current_position_5.0,-0.001273151527145761,0.0006830732432348943,0.005804540968899329,-0.0005054328413213477,0.00012944791180369384,-0.00020369734737024238,0.001789170278773297
140,46,Current_position_6.0,-0.0022329865285698907,0.0006541898653334429,0.006990348525927664,-0.0018085545078665537,-0.00037406783890353557,-0.0011675032185428074,0.002848763804936026
141,47,Current_position_4.0,-0.00036654208411426436,0.000480134495196267,0.0031100083104484656,0.00021161313023639896,-0.0010618339288013664,0.0002471785349478201,0.0001374223491272444
142,47,Current_position_5.0,-0.001121518292302287,-0.0006286296716836687,0.005830086647736769,-0.002338038202292406,-0.0005472244603967706,0.0002502506835577989,0.00011487579112427075
143,47,Current_position_6.0,-0.001629545527265676,0.0001920474645081769,0.00891127750444694,-0.003726088375211734,-0.000282955639550777,0.0008416422555944728,-0.0004405490636211013
144,48,Current_position_4.0,-0.0025578285014191495,3.2899635289763176e-05,0.002335461218767448,-0.0004694694635820134,-3.0391173123921006e-05,0.0008761672746685747,-4.130662525071672e-05
145,48,Current_position_5.0,-0.008054597547882944,6.108887107373065e-05,0.0030919547244256064,-0.0012788594912577676,1.8591152329421347e-05,0.0009944694635682272,-0.00022308566086403037
146,48,Current_position_6.0,-0.01019594916224124,-0.00013315559946302055,0.00625368867840577,-0.0015488310651957115,3.464698509717716e-05,0.00291872004438821,-0.0003796030406433649
147,49,Current_position_4.0,0.00016296654939769694,7.88106394890442e-06,0.001421116573569679,-0.0002976392442815519,0.0003738916441548056,0.0014060329477718475,-0.0006402178926810477
148,49,Current_position_5.0,0.0004960120296487601,8.408787868192762e-05,0.003166288094115537,-0.0007465257266515612,-0.0006333245637159279,0.002188626626818943,-0.00104893363234435
149,49,Current_position_6.0,0.0007660218436693797,-0.00023249456582935914,0.002824001565920083,-0.0009438771759934057,-0.0009545193223715844,0.0045813239519418274,-0.0027693511784574586
150,50,Current_position_4.0,-0.00044930178796433575,-8.159466456625875e-05,0.0014314581469677707,-0.0005758852191990192,0.00012962818817246723,-3.211779844821342e-05,0.00010163031236634087
151,50,Current_position_5.0,-0.0013686338547250888,-0.00015068712053727077,0.0026230288272534575,-0.0030732090627387707,-0.00035523646774994466,-0.00048569161775246735,0.00039252932946006375
152,50,Current_position_6.0,-0.0018016548512426618,-0.00024846667980667154,0.004236296989991045,-0.004021679603697198,3.892392632594607e-07,-0.0012697140299873378,0.0006065205686658211
153,51,Current_position_4.0,0.0006618597718259936,-3.728952856035841e-05,0.0005146346393694826,-0.000581256686789568,8.187595156190454e-07,-0.0002294559286303344,-6.158591648105e-06
154,51,Current_position_5.0,0.002139587068710353,-2.27208167941991e-05,0.0015306338783659076,-0.0018867548280194428,-4.32808675088591e-06,-0.0001130556086772708,-1.2687221475220859e-05
155,51,Current_position_6.0,0.0032088654758959233,-0.00012029837954473405,0.0032646679738446635,-0.002357718951937177,-2.2517200952234505e-07,-0.0020598631482225327,-9.142039378857949e-05
156,52,Current_position_4.0,-0.0028196354812795974,0.0008295060397696674,0.0002462475344072105,-0.0011056987246452201,-0.00013801703484048,0.0034324847071767694,9.612693024036256e-05
157,52,Current_position_5.0,-0.007608706027014147,0.0005088489478305477,0.0004093712038467964,-0.0022870851481031473,-0.0014865780383444046,0.003655300999287194,0.00015999449954543697
158,52,Current_position_6.0,-0.009851041262259684,0.0011434642891378207,0.0006821391396732167,-0.0026575991927092774,-0.0007501073982436612,0.006345139200143782,0.000605052649344196
